Licence Number,Licence Status,Licence Status Date,Lic. EDCT,Licence Issue Date,Most Recent Licence Amendment Date,Licence Surface Location,Location Latitude,Location Longitude,Licensee  BA Code,Licensee Name,Plant Processes,Raw Gas E3m3/d,Rec Sales Gas E3m3/d,C2 m3/d,C2 Mix m3/d,C3 m3/d,C4 m3/d,LPG Mix m3/d,C5+ m3/d,Sulphur Inlet t/d,Sulphur Recovered t/d,Max Sulphur Emission Rate t/d,Qtrly Approved Sulphur Rec Eff %,Reporting Facility ID,Facility Subtype,Facility Name,Field or Area,Operator Code,Operator Name,First Volumetric Activity Date,Last Volumetric Activity Date
F53204    ,Issued,"Mar 07, 2023",10,"Mar 07, 2023", ,02/14-28-073-07W6,55.357224,-119.017913,A04N,Tamarack Valley Energy Ltd., ,566,520,0,0,0,0,109,0,0, , , ,ABGS0165858,Gas Gathering Sys,16-35-073-08W6 HP GS to 14-28,GRANDE PRAIRIE,A04N,Tamarack Valley Energy Ltd.,"Sep 01, 2023","Dec 01, 2023"
F53208    ,Issued,"Mar 08, 2023",10,"Mar 08, 2023", ,02/15-29-073-24W4,55.355482,-113.654029,A7GR,Spur Petroleum Ltd., ,480,418,0,0,0,0.5,10,8.9,0, , , ,ABGP0165948,Gas Plant Sweet,MARTEN HILLS 15-29-73-24 GP,MARTEN HILLS,A7GR,Spur Petroleum Ltd.,"Jul 01, 2023","Dec 01, 2023"
F5326     ,Abandoned,"Sep 25, 2016",300,"Mar 29, 2001", ,00/11-10-036-05W4,52.079824,-110.639233,A7WF,Battle River Energy Ltd., ,111, , , , , , , ,0.95, , , ,ABGP0001632,Gp Acid Gas Flaring,APACHE PROVOST,PROVOST,A7BT,Karve Energy Inc.,"Jan 01, 1991","May 01, 2006"
F53280    ,Issued,"May 02, 2023",10,"May 02, 2023", ,00/14-12-020-12W4,50.687619,-111.5431,A8K2,Imperial Helium Corp., ,424,2.04,0,3134.2,0,0,0,365.2,0, , , ,ABGP0167176,Gas Plant Sweet,STEVEVILLE 14-12-20-14 HELIUM RECOV,PRINCESS,A8K2,Imperial Helium Corp.,"Oct 01, 2023","Dec 01, 2023"
F53293    ,Issued,"May 16, 2023",11,"May 16, 2023", ,00/05-15-053-17W5,53.573602,-116.433819,A8C5,Pivotal Energy Partners Inc., ,0.01,0.01,0,0,900,625,0,72, , , , , , , , , , , , 
F5331     ,Amended,"May 04, 2010",10,"Mar 29, 2001","May 04, 2010",00/08-19-036-05W4,52.104863,-110.699331,A7BT,Karve Energy Inc., ,"1,413.00",1390,0,0,0,0,52.8,10,0, , , ,ABBT0090142,Gas Group,East provost viking sand gas unit,PROVOST,A7WF,Battle River Energy Ltd.,"Jun 01, 2006","Dec 01, 2023"
F5331     ,Amended,"May 04, 2010",10,"Mar 29, 2001","May 04, 2010",00/08-19-036-05W4,52.104863,-110.699331,A7BT,Karve Energy Inc., ,"1,413.00",1390,0,0,0,0,52.8,10,0, , , ,ABBT0090146,Gas Group,North Provost Non - Unit,PROVOST,A7WF,Battle River Energy Ltd.,"Jun 01, 2006","Dec 01, 2023"
F5331     ,Amended,"May 04, 2010",10,"Mar 29, 2001","May 04, 2010",00/08-19-036-05W4,52.104863,-110.699331,A7BT,Karve Energy Inc., ,"1,413.00",1390,0,0,0,0,52.8,10,0, , , ,ABGP0001036,Gas Plant Sweet,APACHE PROVOST,PROVOST,A7BT,Karve Energy Inc.,"Jan 01, 1991","Dec 01, 2023"
F5331     ,Amended,"May 04, 2010",10,"Mar 29, 2001","May 04, 2010",00/08-19-036-05W4,52.104863,-110.699331,A7BT,Karve Energy Inc., ,"1,413.00",1390,0,0,0,0,52.8,10,0, , , ,ABGS0149732,Gas Gathering Sys,Provost Viking 08-19-036-05W4 GS,PROVOST,A7BT,Karve Energy Inc., , 
F53326    ,Issued,"Jun 20, 2023",400,"Jun 20, 2023", ,02/03-27-075-09W6,55.521313,-119.309373,A5BE,Whitecap Resources Inc.,"Regenerative, PL to 3rd party acid gas proc fa",566,517, , , , ,40.2, ,47.6, ,0, ,ABGP0166887,Gp Acid Gas Flaring%,WCP Valhalla GP 03-27-075-09W6,VALHALLA,A5BE,Whitecap Resources Inc.,"Nov 01, 2023","Dec 01, 2023"
F53326    ,Issued,"Jun 20, 2023",400,"Jun 20, 2023", ,02/03-27-075-09W6,55.521313,-119.309373,A5BE,Whitecap Resources Inc.,"Regenerative, PL to 3rd party acid gas proc fa",566,517, , , , ,40.2, ,47.6, ,0, ,ABGS0166888,Gas Gathering Sys,WCP Valhalla GS 03-27-075-09W6,VALHALLA,A5BE,Whitecap Resources Inc.,"Nov 01, 2023","Dec 01, 2023"
F53441    ,Issued,"Aug 30, 2023",10,"Aug 30, 2023", ,00/01-32-038-06W5,52.304838,-114.813727,0AW4,Paramount Resources Ltd., ,"1,416.00",1356,0,0,0,0,501.4,1317.4, , , , , , , , , , , , 
F53592    ,Issued,"Jan 09, 2024",10,"Jan 09, 2024", ,02/15-18-074-12W6,55.417724,-119.829891,A734,Veresen Midstream General Partner Inc., ,"7,085.00",6824,0,3490,0,0,1360,0, , , , , , , , , , , , 
F53596    ,Issued,"Jan 10, 2024",200,"Jan 10, 2024", ,00/13-17-091-12W4,56.898707,-111.908185,A8BW,Wolf NGL Inc., ,"31,432.00",28440,0,10767,0,0,0,0, , , , , , , , , , , , 
F5563     ,RecCertified,"Jan 29, 2023",10,"Mar 01, 2001", ,00/15-07-036-15W4,52.08311,-112.133016,0HE9,Canadian Natural Resources Limited, ,202, , , , , , , , , , , ,ABGP0001473,Gas Plant Sweet,PROVOST 15-7-36-15W4,PROVOST,0HE9,Canadian Natural Resources Limited, , 
F5566     ,Issued,"Nov 01, 2000",10,"Nov 01, 2000","Aug 26, 2006",00/15-36-036-16W4,52.141285,-112.155917,0HE9,Canadian Natural Resources Limited,None,"1,419.00",1369,0, ,0,0,186.1,17, ,0, , ,ABGP0001001,Gas Plant Sweet,MAPLE GLEN 15-36-036-16W4,PROVOST,0HE9,Canadian Natural Resources Limited,"Jan 01, 1991","Dec 01, 2023"
F5566     ,Issued,"Nov 01, 2000",10,"Nov 01, 2000","Aug 26, 2006",00/15-36-036-16W4,52.141285,-112.155917,0HE9,Canadian Natural Resources Limited,None,"1,419.00",1369,0, ,0,0,186.1,17, ,0, , ,ABGS0002628,Gas Gathering Sys,HACKETT S 15-36-36-16w4 (MAPLEGLEN),PROVOST,0HE9,Canadian Natural Resources Limited,"Jan 01, 2000","Dec 01, 2023"
F5566     ,Issued,"Nov 01, 2000",10,"Nov 01, 2000","Aug 26, 2006",00/15-36-036-16W4,52.141285,-112.155917,0HE9,Canadian Natural Resources Limited,None,"1,419.00",1369,0, ,0,0,186.1,17, ,0, , ,ABGS0003453,Gas Gathering Sys,LEO 7-24-36-18w4 (MAPLE GLEN),LEO,0HE9,Canadian Natural Resources Limited,"Jan 01, 2000","Dec 01, 2023"
F5597     ,Amended,"Jun 20, 2005",10,"Apr 16, 2001","Aug 26, 2006",00/14-18-036-20W4,52.097779,-112.852356,0RZ4,Sun Century Petroleum Corporation,None,150,148.7, , , , ,3, ,0, , , ,ABGP0001608,Gas Plant Sweet,SUN CENTURY FENN WEST 14-18 GP,FENN WEST,0RZ4,Sun Century Petroleum Corporation,"Jan 01, 1991","Dec 01, 2023"
F5632     ,Amended,"Aug 02, 2007",10,"Feb 28, 2001","Aug 02, 2007",00/05-22-036-22W4,52.104792,-113.07347,A71K,Axiom Oil and Gas Inc., ,283,277,0,0,0,0,26.5,1,0, , , ,ABGP0001966,Gas Plant Sweet,MIKWAN 05-22-036-22W4 GAS PLANT,MIKWAN,A71K,Axiom Oil and Gas Inc.,"Jan 01, 1996","Dec 01, 2023"
F5640     ,Amended,"Jun 20, 2007",10,"Mar 05, 2001","Jun 20, 2007",00/10-30-036-27W4,52.12413,-113.844991,A2TG,TAQA North Ltd., ,196,190,0,0,0,0,30.7,0,0, , , ,ABBT6940001,Gas Group,ATCOR PENHOLD GAS PLANT,PENHOLD,A2TG,TAQA North Ltd.,"May 01, 1989","Dec 01, 2023"
F5640     ,Amended,"Jun 20, 2007",10,"Mar 05, 2001","Jun 20, 2007",00/10-30-036-27W4,52.12413,-113.844991,A2TG,TAQA North Ltd., ,196,190,0,0,0,0,30.7,0,0, , , ,ABGP0001181,Gas Plant Sweet,10-30-036-27W4 Penhold Gas Plant,PENHOLD,A2TG,TAQA North Ltd.,"Jan 01, 1991","Dec 01, 2023"
F5640     ,Amended,"Jun 20, 2007",10,"Mar 05, 2001","Jun 20, 2007",00/10-30-036-27W4,52.12413,-113.844991,A2TG,TAQA North Ltd., ,196,190,0,0,0,0,30.7,0,0, , , ,ABGS0003286,Gas Gathering Sys,CDN FOREST PENHOLD,PENHOLD,A2TG,TAQA North Ltd.,"Jan 01, 2000","Dec 01, 2023"
F5641     ,Amended,"Nov 24, 2009",10,"Mar 01, 2001","Nov 24, 2009",00/05-01-036-28W4,52.062777,-113.882777,A7P1,DEL Canada GP Ltd.,"Regenerative, Acid Gas Flaring",281.74,281.74,0,0,0,0,54.1,0,0, , , ,ABGP0001584,Gas Plant Sweet,BELAIR PENHOLD,PENHOLD,A7P1,DEL Canada GP Ltd.,"Jan 01, 1991","Dec 01, 2023"
F5644     ,Issued,"Mar 01, 2001",10,"Mar 01, 2001", ,00/14-10-036-01W5,52.084503,-114.06413,A949,2363750 Alberta Ltd., ,10, , , , , , , , , , , ,ABBT0087722,Gas Group,CHAMAELO 14-10-36-1W5 GAS BATT,TINDASTOLL,A949,2363750 Alberta Ltd.,"Nov 01, 2005","Jan 01, 2021"
F5644     ,Issued,"Mar 01, 2001",10,"Mar 01, 2001", ,00/14-10-036-01W5,52.084503,-114.06413,A949,2363750 Alberta Ltd., ,10, , , , , , , , , , , ,ABGP0001544,Gas Plant Sweet,ENCAL TINDASTOLL,TINDASTOLL,A949,2363750 Alberta Ltd.,"Jan 01, 1991","Apr 01, 2014"
F5644     ,Issued,"Mar 01, 2001",10,"Mar 01, 2001", ,00/14-10-036-01W5,52.084503,-114.06413,A949,2363750 Alberta Ltd., ,10, , , , , , , , , , , ,ABIF0099937,Disposal,SEI TINDASTOLL 14-10-36-1 DISP,TINDASTOLL,A949,2363750 Alberta Ltd.,"Nov 01, 2008","Dec 01, 2023"
F5644     ,Issued,"Mar 01, 2001",10,"Mar 01, 2001", ,00/14-10-036-01W5,52.084503,-114.06413,A949,2363750 Alberta Ltd., ,10, , , , , , , , , , , ,ABIF0141698,Enh Rvry Sch,SEI TINDASTOLL 14-10-36-1 INJ,TINDASTOLL,A949,2363750 Alberta Ltd.,"Jul 01, 2016","Dec 01, 2023"
F5717     ,Amended,"Jun 05, 2007",10,"Jan 22, 2001","Jun 05, 2007",00/03-30-037-02W4,52.202948,-110.281852,A7BT,Karve Energy Inc.,None,345,345,0,0,0,0,5,0,0, , , ,ABGP0001298,Gas Plant Sweet,APACHE PROVOST,PROVOST,A7BT,Karve Energy Inc.,"Jan 01, 1991","Dec 01, 2023"
F5717     ,Amended,"Jun 05, 2007",10,"Jan 22, 2001","Jun 05, 2007",00/03-30-037-02W4,52.202948,-110.281852,A7BT,Karve Energy Inc.,None,345,345,0,0,0,0,5,0,0, , , ,ABGS0158780,Gas Gathering Sys,03-30-037-02w4 paper GGS,PROVOST,A7BT,Karve Energy Inc.,"Apr 01, 2021","Dec 01, 2023"
F5718     ,Issued,"Feb 15, 2001",10,"Feb 15, 2001", ,00/16-31-037-02W4,52.228575,-110.270092,A6M1,Rockeast Energy Corp.,None,140, , , , , , , , , , , ,ABBT0097925,Crude Oil Group,LLOYDMINSTER 9-24-04-02W4,PROVOST,0Z0H,Harvest Operations Corp.,"Apr 01, 2008","Jul 01, 2012"
F5718     ,Issued,"Feb 15, 2001",10,"Feb 15, 2001", ,00/16-31-037-02W4,52.228575,-110.270092,A6M1,Rockeast Energy Corp.,None,140, , , , , , , , , , , ,ABBT7500097,Gas Group,NORCENINT PROVOST 16-31,PROVOST,A1LY,Goodland Energy Ltd.,"May 01, 1989","Mar 01, 2016"
F5718     ,Issued,"Feb 15, 2001",10,"Feb 15, 2001", ,00/16-31-037-02W4,52.228575,-110.270092,A6M1,Rockeast Energy Corp.,None,140, , , , , , , , , , , ,ABGP0001252,Gas Plant Sweet,NORCEN PROVOST,PROVOST,A1LY,Goodland Energy Ltd.,"Jan 01, 1991","Feb 01, 2016"
F6011     ,RecExempt,"Dec 02, 2005",10,"Mar 06, 2001", ,00/02-02-037-13W4,52.145139,-111.752844,0BP8,Obsidian Energy Ltd.,None,259, , , , , , , , , , , , , , , , , , , 
F6019     ,Amended,"Oct 17, 2001",300,"May 01, 2001","Aug 26, 2006",00/03-36-037-17W4,52.217925,-112.305362,A67B,Logic Energy Ltd.,"Regenerative, Acid Gas CO2 Venting",225,220,0,0,0,0,21,0,0.42,0,0.42, ,ABGP0001556,Gp Acid Gas Flaring,PANCDN HALKIRK,HALKIRK,A67B,Logic Energy Ltd.,"Jan 01, 1991","Oct 01, 2020"
F6073     ,Issued,"Mar 01, 2001",10,"Mar 01, 2001", ,00/09-16-037-22W4,52.181297,-113.079708,A6FW,Vermilion Energy Inc.,None,342, , , , , , , , , , , ,ABGP0001315,Gas Plant Sweet,VERMILLION MIKWAN,MIKWAN,A6FW,Vermilion Energy Inc.,"Jan 01, 1991","Dec 01, 2023"
F6078     ,Amended,"May 07, 2009",10,"Mar 06, 2001","May 07, 2009",00/10-08-037-23W4,52.166606,-113.25207,0RZ4,Sun Century Petroleum Corporation, ,205,190,0,0,0,0,30,0,0, , , ,ABGP0001172,Gas Plant Sweet,STAR MIKWAN,MIKWAN,0RZ4,Sun Century Petroleum Corporation,"Jan 01, 1991","Dec 01, 2023"
F6078     ,Amended,"May 07, 2009",10,"Mar 06, 2001","May 07, 2009",00/10-08-037-23W4,52.166606,-113.25207,0RZ4,Sun Century Petroleum Corporation, ,205,190,0,0,0,0,30,0,0, , , ,ABGS0002515,Gas Gathering Sys,STAR MIKWAN,MIKWAN,0RZ4,Sun Century Petroleum Corporation,"Jan 01, 2000","Dec 01, 2023"
F6099     ,Amended,"Oct 17, 2007",10,"Dec 05, 2000","Oct 17, 2007",00/13-04-037-25W4,52.156791,-113.523271,0HE9,Canadian Natural Resources Limited, ,620,583,0,0,0,0,51,0,0, , , ,ABBT0081693,Gas Group,JOFFRE 13-35-37-24W4,THREE HILLS CREEK,0HE9,Canadian Natural Resources Limited,"Jun 01, 2004","Feb 01, 2014"
F6099     ,Amended,"Oct 17, 2007",10,"Dec 05, 2000","Oct 17, 2007",00/13-04-037-25W4,52.156791,-113.523271,0HE9,Canadian Natural Resources Limited, ,620,583,0,0,0,0,51,0,0, , , ,ABBT0113864,Gas Group,Regent HP battery 9-5-38-24W4,THREE HILLS CREEK,0HE9,Canadian Natural Resources Limited,"Dec 01, 2010","May 01, 2011"
F6099     ,Amended,"Oct 17, 2007",10,"Dec 05, 2000","Oct 17, 2007",00/13-04-037-25W4,52.156791,-113.523271,0HE9,Canadian Natural Resources Limited, ,620,583,0,0,0,0,51,0,0, , , ,ABGP0001859,Gas Plant Sweet,HILLSDOWN 13-4-37-25w4,THREE HILLS CREEK,0HE9,Canadian Natural Resources Limited,"Jan 01, 1994","Dec 01, 2023"
F6099     ,Amended,"Oct 17, 2007",10,"Dec 05, 2000","Oct 17, 2007",00/13-04-037-25W4,52.156791,-113.523271,0HE9,Canadian Natural Resources Limited, ,620,583,0,0,0,0,51,0,0, , , ,ABGP0113988,Gas Plant Sweet,Hillsdown LP gas gathering system,THREE HILLS CREEK,0HE9,Canadian Natural Resources Limited, , 
F6099     ,Amended,"Oct 17, 2007",10,"Dec 05, 2000","Oct 17, 2007",00/13-04-037-25W4,52.156791,-113.523271,0HE9,Canadian Natural Resources Limited, ,620,583,0,0,0,0,51,0,0, , , ,ABGP0113989,Gas Plant Sweet,14-04 Scada Meter GGS,THREE HILLS CREEK,0HE9,Canadian Natural Resources Limited, , 
F6099     ,Amended,"Oct 17, 2007",10,"Dec 05, 2000","Oct 17, 2007",00/13-04-037-25W4,52.156791,-113.523271,0HE9,Canadian Natural Resources Limited, ,620,583,0,0,0,0,51,0,0, , , ,ABGS0113987,Gas Gathering Sys,Hillsdown 6-4-37-25w4,THREE HILLS CREEK,0HE9,Canadian Natural Resources Limited,"Jan 01, 2011","Apr 01, 2019"
F6099     ,Amended,"Oct 17, 2007",10,"Dec 05, 2000","Oct 17, 2007",00/13-04-037-25W4,52.156791,-113.523271,0HE9,Canadian Natural Resources Limited, ,620,583,0,0,0,0,51,0,0, , , ,ABGS0113993,Gas Gathering Sys,Hillsdown LP gas Gathering System,THREE HILLS CREEK,0HE9,Canadian Natural Resources Limited,"Jan 01, 2011","Apr 01, 2019"
F6099     ,Amended,"Oct 17, 2007",10,"Dec 05, 2000","Oct 17, 2007",00/13-04-037-25W4,52.156791,-113.523271,0HE9,Canadian Natural Resources Limited, ,620,583,0,0,0,0,51,0,0, , , ,ABGS0113994,Gas Gathering Sys,Hillsdown LP 13-4-37-25w4,THREE HILLS CREEK,0HE9,Canadian Natural Resources Limited,"Jan 01, 2011","Dec 01, 2023"
F6145     ,Abandoned,"May 08, 2023",10,"Mar 06, 2001","Aug 26, 2006",00/13-25-037-03W5,50.12803,-114.18664,A5BE,Whitecap Resources Inc., ,"1,090.00",1000,0,175,0,0,0,0,0, , , ,ABBT0117760,Gas Group,SYLVAN 11-25-037-03W5 GAS MWB,SYLVAN LAKE,A5BE,Whitecap Resources Inc.,"Sep 01, 2011","Oct 01, 2022"
F6145     ,Abandoned,"May 08, 2023",10,"Mar 06, 2001","Aug 26, 2006",00/13-25-037-03W5,50.12803,-114.18664,A5BE,Whitecap Resources Inc., ,"1,090.00",1000,0,175,0,0,0,0,0, , , ,ABGP0001189,Gas Plant Sweet,STORM SYLVAN LAKE,SYLVAN LAKE,A5BE,Whitecap Resources Inc.,"Jan 01, 1991","Oct 01, 2011"
F6155     ,Amended,"Mar 07, 2023",300,"Mar 06, 2001","Mar 07, 2023",00/14-32-037-03W5,52.229883,-114.397356,A8C8,Btg Energy Corporation,"Regenerative, Acid Gas Flaring","1,990.00",1880, , ,500,250, ,150,0.75, ,0.75, ,ABBT0075126,Gas Group,MED RIVER GAS WELLS,SYLVAN LAKE,A8C8,Btg Energy Corporation,"Oct 01, 2002","Dec 01, 2023"
F6155     ,Amended,"Mar 07, 2023",300,"Mar 06, 2001","Mar 07, 2023",00/14-32-037-03W5,52.229883,-114.397356,A8C8,Btg Energy Corporation,"Regenerative, Acid Gas Flaring","1,990.00",1880, , ,500,250, ,150,0.75, ,0.75, ,ABBT0075242,Gas Group,SYLVAN LAKE 6-15-38-3W5 GAS BTY,SYLVAN LAKE,A8C8,Btg Energy Corporation,"Oct 01, 2002","Aug 01, 2010"
F6155     ,Amended,"Mar 07, 2023",300,"Mar 06, 2001","Mar 07, 2023",00/14-32-037-03W5,52.229883,-114.397356,A8C8,Btg Energy Corporation,"Regenerative, Acid Gas Flaring","1,990.00",1880, , ,500,250, ,150,0.75, ,0.75, ,ABBT0077703,Gas Group,MED RIVER 2-25-38-4 W5,SYLVAN LAKE,A8C8,Btg Energy Corporation,"Jun 01, 2003","Jan 01, 2007"
F6155     ,Amended,"Mar 07, 2023",300,"Mar 06, 2001","Mar 07, 2023",00/14-32-037-03W5,52.229883,-114.397356,A8C8,Btg Energy Corporation,"Regenerative, Acid Gas Flaring","1,990.00",1880, , ,500,250, ,150,0.75, ,0.75, ,ABBT0078068,Gas Group,MED RIVER 03/07-22-40-04 W5/2,SYLVAN LAKE,A7J4,Certus Oil And Gas Inc.,"Jul 01, 2003","Aug 01, 2021"
F6155     ,Amended,"Mar 07, 2023",300,"Mar 06, 2001","Mar 07, 2023",00/14-32-037-03W5,52.229883,-114.397356,A8C8,Btg Energy Corporation,"Regenerative, Acid Gas Flaring","1,990.00",1880, , ,500,250, ,150,0.75, ,0.75, ,ABBT0089856,Gas Group,SYLK 1-9-38-3W5 COLONY GAS BTY,SYLVAN LAKE,A8C8,Btg Energy Corporation,"May 01, 2006","Jul 01, 2011"
F6155     ,Amended,"Mar 07, 2023",300,"Mar 06, 2001","Mar 07, 2023",00/14-32-037-03W5,52.229883,-114.397356,A8C8,Btg Energy Corporation,"Regenerative, Acid Gas Flaring","1,990.00",1880, , ,500,250, ,150,0.75, ,0.75, ,ABBT0100633,Gas Group,Med River 11-11-39-04W5,SYLVAN LAKE,A8C8,Btg Energy Corporation,"Feb 01, 2009","Dec 01, 2023"
F6155     ,Amended,"Mar 07, 2023",300,"Mar 06, 2001","Mar 07, 2023",00/14-32-037-03W5,52.229883,-114.397356,A8C8,Btg Energy Corporation,"Regenerative, Acid Gas Flaring","1,990.00",1880, , ,500,250, ,150,0.75, ,0.75, ,ABBT0110295,Gas Single,SYLVANLK 16-28-36-4W5 MWB,SYLVAN LAKE,A8C8,Btg Energy Corporation,"Jun 01, 2010","Jun 01, 2010"
F6155     ,Amended,"Mar 07, 2023",300,"Mar 06, 2001","Mar 07, 2023",00/14-32-037-03W5,52.229883,-114.397356,A8C8,Btg Energy Corporation,"Regenerative, Acid Gas Flaring","1,990.00",1880, , ,500,250, ,150,0.75, ,0.75, ,ABBT0110945,Gas Group,SylvanLk 16-28-36-4w5 MWB,SYLVAN LAKE,A7J4,Certus Oil And Gas Inc.,"Aug 01, 2010","Dec 01, 2022"
F6155     ,Amended,"Mar 07, 2023",300,"Mar 06, 2001","Mar 07, 2023",00/14-32-037-03W5,52.229883,-114.397356,A8C8,Btg Energy Corporation,"Regenerative, Acid Gas Flaring","1,990.00",1880, , ,500,250, ,150,0.75, ,0.75, ,ABBT0111678,Gas Group,DELAVAL SOUTH LEG GAS MWB,SYLVAN LAKE,A8C8,Btg Energy Corporation,"Sep 01, 2010","Dec 01, 2023"
F6155     ,Amended,"Mar 07, 2023",300,"Mar 06, 2001","Mar 07, 2023",00/14-32-037-03W5,52.229883,-114.397356,A8C8,Btg Energy Corporation,"Regenerative, Acid Gas Flaring","1,990.00",1880, , ,500,250, ,150,0.75, ,0.75, ,ABBT0111679,Gas Group,NAL 02-17-038-03W5 NW GAS MWB,SYLVAN LAKE,A8C8,Btg Energy Corporation,"Sep 01, 2010","Dec 01, 2023"
F6155     ,Amended,"Mar 07, 2023",300,"Mar 06, 2001","Mar 07, 2023",00/14-32-037-03W5,52.229883,-114.397356,A8C8,Btg Energy Corporation,"Regenerative, Acid Gas Flaring","1,990.00",1880, , ,500,250, ,150,0.75, ,0.75, ,ABBT0111685,Gas Group,NAL 14-32-038-03W5 LP GAS MWB,SYLVAN LAKE,A8C8,Btg Energy Corporation,"Sep 01, 2010","Dec 01, 2023"
F6155     ,Amended,"Mar 07, 2023",300,"Mar 06, 2001","Mar 07, 2023",00/14-32-037-03W5,52.229883,-114.397356,A8C8,Btg Energy Corporation,"Regenerative, Acid Gas Flaring","1,990.00",1880, , ,500,250, ,150,0.75, ,0.75, ,ABBT0111686,Gas Group,NAL 02-17-038-03W5 NN GAS MWB,SYLVAN LAKE,A8C8,Btg Energy Corporation,"Sep 01, 2010","Dec 01, 2023"
F6155     ,Amended,"Mar 07, 2023",300,"Mar 06, 2001","Mar 07, 2023",00/14-32-037-03W5,52.229883,-114.397356,A8C8,Btg Energy Corporation,"Regenerative, Acid Gas Flaring","1,990.00",1880, , ,500,250, ,150,0.75, ,0.75, ,ABBT0111694,Gas Group,NAL 06-08-038-03W5 GAS MWB,SYLVAN LAKE,A8C8,Btg Energy Corporation,"Sep 01, 2010","Dec 01, 2023"
F6155     ,Amended,"Mar 07, 2023",300,"Mar 06, 2001","Mar 07, 2023",00/14-32-037-03W5,52.229883,-114.397356,A8C8,Btg Energy Corporation,"Regenerative, Acid Gas Flaring","1,990.00",1880, , ,500,250, ,150,0.75, ,0.75, ,ABGP0001070,Gp Acid Gas Flaring%,BTG Energy Sylvan Lake GP 14-32,SYLVAN LAKE,A8C8,Btg Energy Corporation,"Jan 01, 1991","Dec 01, 2023"
F6155     ,Amended,"Mar 07, 2023",300,"Mar 06, 2001","Mar 07, 2023",00/14-32-037-03W5,52.229883,-114.397356,A8C8,Btg Energy Corporation,"Regenerative, Acid Gas Flaring","1,990.00",1880, , ,500,250, ,150,0.75, ,0.75, ,ABGS0110288,Gas Gathering Sys,SYLVAN LK 14-8-37-3W5 GGS,SYLVAN LAKE,A8C8,Btg Energy Corporation,"Jun 01, 2010","Dec 01, 2023"
F6155     ,Amended,"Mar 07, 2023",300,"Mar 06, 2001","Mar 07, 2023",00/14-32-037-03W5,52.229883,-114.397356,A8C8,Btg Energy Corporation,"Regenerative, Acid Gas Flaring","1,990.00",1880, , ,500,250, ,150,0.75, ,0.75, ,ABGS0111131,Gas Gathering Sys,SYLVAN 02-17-38-3W5 NN GS,SYLVAN LAKE,A8C8,Btg Energy Corporation,"Aug 01, 2010","Jan 01, 2012"
F6155     ,Amended,"Mar 07, 2023",300,"Mar 06, 2001","Mar 07, 2023",00/14-32-037-03W5,52.229883,-114.397356,A8C8,Btg Energy Corporation,"Regenerative, Acid Gas Flaring","1,990.00",1880, , ,500,250, ,150,0.75, ,0.75, ,ABGS0111132,Gas Gathering Sys,SYLVAN 02-17-38-3W5 NE GS,SYLVAN LAKE,A8C8,Btg Energy Corporation,"Aug 01, 2010","Dec 01, 2023"
F6155     ,Amended,"Mar 07, 2023",300,"Mar 06, 2001","Mar 07, 2023",00/14-32-037-03W5,52.229883,-114.397356,A8C8,Btg Energy Corporation,"Regenerative, Acid Gas Flaring","1,990.00",1880, , ,500,250, ,150,0.75, ,0.75, ,ABGS0111695,Gas Gathering Sys,NAL SYLVAN 06-08-038-03W5 GS,SYLVAN LAKE,A8C8,Btg Energy Corporation,"Sep 01, 2010","Dec 01, 2023"
F6155     ,Amended,"Mar 07, 2023",300,"Mar 06, 2001","Mar 07, 2023",00/14-32-037-03W5,52.229883,-114.397356,A8C8,Btg Energy Corporation,"Regenerative, Acid Gas Flaring","1,990.00",1880, , ,500,250, ,150,0.75, ,0.75, ,ABGS0111696,Gas Gathering Sys,SYLVAN DELAVAL EAST LEG GS,SYLVAN LAKE,A8C8,Btg Energy Corporation,"Sep 01, 2010","Dec 01, 2023"
F6155     ,Amended,"Mar 07, 2023",300,"Mar 06, 2001","Mar 07, 2023",00/14-32-037-03W5,52.229883,-114.397356,A8C8,Btg Energy Corporation,"Regenerative, Acid Gas Flaring","1,990.00",1880, , ,500,250, ,150,0.75, ,0.75, ,ABGS0111697,Gas Gathering Sys,NAL SYLVAN DELAVAL SOUTH LEG GS,SYLVAN LAKE,A8C8,Btg Energy Corporation,"Sep 01, 2010","Dec 01, 2023"
F6155     ,Amended,"Mar 07, 2023",300,"Mar 06, 2001","Mar 07, 2023",00/14-32-037-03W5,52.229883,-114.397356,A8C8,Btg Energy Corporation,"Regenerative, Acid Gas Flaring","1,990.00",1880, , ,500,250, ,150,0.75, ,0.75, ,ABGS0111698,Gas Gathering Sys,NAL 16-29-037-03W5 GS,SYLVAN LAKE,A8C8,Btg Energy Corporation,"Sep 01, 2010","Dec 01, 2023"
F6155     ,Amended,"Mar 07, 2023",300,"Mar 06, 2001","Mar 07, 2023",00/14-32-037-03W5,52.229883,-114.397356,A8C8,Btg Energy Corporation,"Regenerative, Acid Gas Flaring","1,990.00",1880, , ,500,250, ,150,0.75, ,0.75, ,ABGS0111699,Gas Gathering Sys,NAL SYLVAN 02-33-038-03W5 GS,SYLVAN LAKE,A8C8,Btg Energy Corporation,"Sep 01, 2010","Dec 01, 2023"
